planner,num_agents,num_robots,f,d,sigma,active_time,planner_time,damage,num_disabled
StochasticMonotone45LackPlanner,300,5,1.5,5,1,110.0,14.448302984237671,53186.46434819246,89.22100000000005
StochasticMonotone45LackPlanner,300,6,1.5,5,1,110.0,15.246324300765991,50129.61709909633,101.67
StochasticMonotone45LackPlanner,300,7,1.5,5,1,110.0,15.722564697265625,47327.26733575156,113.07200000000003
StochasticMonotone45LackPlanner,300,8,1.5,5,1,110.0,16.06959295272827,45058.82210313926,122.35799999999999
StochasticMonotone30LackPlanner,300,2,1.5,5,1,110.0,10.813401937484741,69800.77994795374,22.456999999999994
StochasticMonotone30LackPlanner,300,3,1.5,5,1,110.0,11.154049158096313,67308.25774516836,33.19099999999999
StochasticMonotone30LackPlanner,300,4,1.5,5,1,110.0,11.250191688537598,64885.28212484614,43.726
StochasticMonotone30LackPlanner,300,5,1.5,5,1,110.0,11.89798092842102,62601.02451292901,53.59000000000001
StochasticMonotone30LackPlanner,300,6,1.5,5,1,110.0,11.829571962356567,60449.27948851118,62.90199999999998
StochasticMonotone30LackPlanner,300,7,1.5,5,1,110.0,11.831284046173096,58442.61590375982,71.52799999999999
StochasticMonotone30LackPlanner,300,8,1.5,5,1,110.0,12.601050853729248,56465.39626895261,80.07100000000007
StochasticMonotone20LackPlanner,300,2,1.5,5,1,110.0,8.726001977920532,71201.21307358696,16.980999999999995
StochasticMonotone20LackPlanner,300,3,1.5,5,1,110.0,8.489537000656128,69349.51631292995,25.194
StochasticMonotone20LackPlanner,300,4,1.5,5,1,110.0,9.083751916885376,67551.14519042865,33.23499999999999
StochasticMonotone20LackPlanner,300,5,1.5,5,1,110.0,8.845327854156494,65810.01472556646,40.997000000000014
StochasticMonotone20LackPlanner,300,6,1.5,5,1,110.0,9.241753816604614,64119.13136726945,48.58600000000002
StochasticMonotone20LackPlanner,300,7,1.5,5,1,110.0,9.008680820465088,62496.15503229106,55.857
StochasticMonotone20LackPlanner,300,8,1.5,5,1,110.0,9.58367371559143,60887.21136728531,63.07800000000002
StochasticMonotone15LackPlanner,300,2,1.5,5,1,109.99999999999999,8.249674081802368,71796.8629430198,14.500000000000002
StochasticMonotone15LackPlanner,300,3,1.5,5,1,109.99999999999999,7.348686218261719,70256.11616805542,21.466999999999995
StochasticMonotone15LackPlanner,300,4,1.5,5,1,109.99999999999999,7.396958112716675,68839.60336013345,27.95199999999999
StochasticMonotone15LackPlanner,300,5,1.5,5,1,109.99999999999999,7.257229804992676,67461.01119632614,34.18600000000001
StochasticMonotone15LackPlanner,300,6,1.5,5,1,109.99999999999999,7.84948992729187,66079.3328373136,40.41900000000001
StochasticMonotone15LackPlanner,300,7,1.5,5,1,109.99999999999999,7.791162014007568,64731.297021114086,46.525000000000034
StochasticMonotone15LackPlanner,300,8,1.5,5,1,109.99999999999999,7.960722208023071,63415.69628220873,52.47200000000003
StochasticIterativePlanner,300,2,1.5,5,1,275.18634499619037,1.522294044494629,69089.8987086816,32.95499999999999
StochasticIterativePlanner,300,3,1.5,5,1,267.5408722392102,1.7794768810272217,66925.89479394742,45.299000000000014
StochasticIterativePlanner,300,4,1.5,5,1,261.2421685493036,2.176841974258423,65393.96231983586,55.64800000000003
StochasticIterativePlanner,300,5,1.5,5,1,240.2164263307645,2.3628053665161133,64004.8931955602,63.306
StochasticIterativePlanner,300,6,1.5,5,1,240.64767899411578,2.6878600120544434,62082.47893972504,72.664
StochasticIterativePlanner,300,7,1.5,5,1,239.88680232442098,2.8561549186706543,60679.67708702785,83.47700000000002
StochasticIterativePlanner,300,8,1.5,5,1,228.37215623534223,3.053152084350586,59818.92782937086,87.94099999999999
StochasticMonotone45LackPlanner,300,2,1.5,5,1,110.0,13.231202363967896,65099.58444772986,41.740999999999985
StochasticMonotone45LackPlanner,300,2,1.5,5,1,109.00000000000001,11.717844009399414,64190.964586177164,43.660000000000004
StochasticMonotone45LackPlanner,300,2,1.5,5,1,110.0,12.486722946166992,65325.46609854968,40.382
StochasticMonotone45LackPlanner,300,2,1.5,5,1,110.0,14.328954935073853,64179.93718528758,40.870999999999995
StochasticMonotone45LackPlanner,300,2,1.5,5,1,110.0,14.436312675476074,65378.557016464576,42.49900000000003
StochasticMonotone45LackPlanner,300,2,1.5,5,1,110.0,11.983451843261719,64058.5888459595,41.760999999999996
StochasticMonotone45LackPlanner,300,2,1.5,5,1,110.0,11.93669605255127,65781.32065685562,40.177000000000014
StochasticMonotone45LackPlanner,300,2,1.5,5,1,110.0,11.417064905166626,65439.248071841175,40.901
StochasticMonotone45LackPlanner,300,2,1.5,5,1,110.0,11.701924324035645,65336.8898813768,39.57100000000002
StochasticMonotone45LackPlanner,300,2,1.5,5,1,110.0,11.781667947769165,64942.917571100246,42.625000000000014
StochasticMonotone45LackPlanner,300,2,1.5,5,1,110.0,11.889753341674805,65057.195513982806,42.156
StochasticMonotone45LackPlanner,300,2,1.5,5,1,109.00000000000001,11.350196123123169,65455.097170260124,38.65599999999999
StochasticMonotone45LackPlanner,300,2,1.5,5,1,110.0,11.59443998336792,64866.13004330062,41.224000000000004
StochasticMonotone45LackPlanner,300,2,1.5,5,1,110.0,11.383055686950684,65185.929092327664,40.62199999999999
StochasticMonotone45LackPlanner,300,2,1.5,5,1,110.0,11.52842903137207,64726.372140483516,39.31600000000001
StochasticMonotone45LackPlanner,300,2,1.5,5,1,110.0,11.466623544692993,65556.06006564468,40.796
StochasticMonotone45LackPlanner,300,2,1.5,5,1,110.0,11.207350492477417,64202.502103827064,40.521
StochasticMonotone45LackPlanner,300,2,1.5,5,1,110.0,10.916543960571289,64799.111870747045,40.183000000000014
StochasticMonotone45LackPlanner,300,2,1.5,5,1,110.0,11.319173097610474,64780.258513245346,41.64600000000002
StochasticMonotone45LackPlanner,300,2,1.5,5,1,110.0,11.283269882202148,65690.57684999928,39.89200000000001
StochasticMonotone45LackPlanner,300,3,1.5,5,1,110.0,11.430565118789673,60657.3815137409,59.97599999999999
StochasticMonotone45LackPlanner,300,3,1.5,5,1,109.00000000000001,11.528907537460327,59949.819949158824,61.11
StochasticMonotone45LackPlanner,300,3,1.5,5,1,110.0,11.771910190582275,60877.46928514514,58.581999999999994
StochasticMonotone45LackPlanner,300,3,1.5,5,1,110.0,13.86899447441101,59819.99623843096,58.813
StochasticMonotone45LackPlanner,300,3,1.5,5,1,110.0,11.660548210144043,60885.15643482748,60.70300000000001
StochasticMonotone45LackPlanner,300,3,1.5,5,1,110.0,11.783571481704712,59640.58926584679,59.83299999999999
StochasticMonotone45LackPlanner,300,3,1.5,5,1,110.0,11.542981147766113,61474.17350409286,57.70000000000002
StochasticMonotone45LackPlanner,300,3,1.5,5,1,110.0,11.831957578659058,61098.730277787574,58.53900000000002
StochasticMonotone45LackPlanner,300,3,1.5,5,1,110.0,11.25818395614624,61014.54680594896,57.12300000000003
StochasticMonotone45LackPlanner,300,3,1.5,5,1,110.0,10.96291446685791,60631.40936384985,60.287000000000035
StochasticMonotone45LackPlanner,300,3,1.5,5,1,110.0,12.063825368881226,60733.84735465559,59.772999999999996
StochasticMonotone45LackPlanner,300,3,1.5,5,1,109.00000000000001,10.99210500717163,61316.488654769295,55.52999999999999
StochasticMonotone45LackPlanner,300,3,1.5,5,1,110.0,11.074216842651367,60610.89817697923,58.52100000000001
StochasticMonotone45LackPlanner,300,3,1.5,5,1,110.0,11.18613076210022,60721.52625681331,58.95400000000002
StochasticMonotone45LackPlanner,300,3,1.5,5,1,110.0,11.277997970581055,60362.54784886065,57.17400000000002
StochasticMonotone45LackPlanner,300,3,1.5,5,1,110.0,11.333100318908691,61070.26552300395,59.02200000000003
StochasticMonotone45LackPlanner,300,3,1.5,5,1,110.0,11.083511352539062,59948.0335613425,57.88200000000002
StochasticMonotone45LackPlanner,300,3,1.5,5,1,110.0,10.96566104888916,60462.2635691461,58.00700000000002
StochasticMonotone45LackPlanner,300,3,1.5,5,1,110.0,12.172815084457397,60321.73827091236,59.82599999999999
StochasticMonotone45LackPlanner,300,3,1.5,5,1,110.0,11.241881370544434,61458.54696829022,57.163000000000046
StochasticMonotone45LackPlanner,300,4,1.5,5,1,110.0,11.247092008590698,56803.04297114811,75.77799999999999
StochasticMonotone45LackPlanner,300,4,1.5,5,1,109.00000000000001,11.28673267364502,55624.17795426929,78.62600000000003
StochasticMonotone45LackPlanner,300,4,1.5,5,1,110.0,13.54661750793457,57055.34322809499,74.169
StochasticMonotone45LackPlanner,300,4,1.5,5,1,110.0,14.785958766937256,55835.47376755635,75.25600000000001
StochasticMonotone45LackPlanner,300,4,1.5,5,1,110.0,13.035025835037231,57046.15622439303,76.28300000000003
StochasticMonotone45LackPlanner,300,4,1.5,5,1,110.0,13.33422327041626,55955.8829189656,74.85300000000002
StochasticMonotone45LackPlanner,300,4,1.5,5,1,110.0,11.793642044067383,57498.35303300488,73.839
StochasticMonotone45LackPlanner,300,4,1.5,5,1,110.0,11.799920558929443,57137.155069718545,74.68700000000001
StochasticMonotone45LackPlanner,300,4,1.5,5,1,110.0,11.990942001342773,57151.134489005155,72.82100000000003
StochasticMonotone45LackPlanner,300,4,1.5,5,1,110.0,11.670419692993164,56711.95208396062,76.33100000000002
StochasticMonotone45LackPlanner,300,4,1.5,5,1,110.0,12.941652536392212,56856.679030911575,75.60499999999998
StochasticMonotone45LackPlanner,300,4,1.5,5,1,109.00000000000001,11.462249040603638,57485.1231002535,71.16900000000003
StochasticMonotone45LackPlanner,300,4,1.5,5,1,110.0,11.533519744873047,56784.41283062524,74.167
StochasticMonotone45LackPlanner,300,4,1.5,5,1,110.0,11.176470041275024,56725.909606476656,75.22600000000003
StochasticMonotone45LackPlanner,300,4,1.5,5,1,110.0,11.380390167236328,56536.84502893804,72.891
StochasticMonotone45LackPlanner,300,4,1.5,5,1,110.0,11.950268983840942,56960.32675801809,75.75900000000004
StochasticMonotone45LackPlanner,300,4,1.5,5,1,110.0,11.910942316055298,55427.491755869116,76.37400000000001
StochasticMonotone45LackPlanner,300,4,1.5,5,1,110.0,11.816821336746216,56686.258151891016,73.52399999999999
StochasticMonotone45LackPlanner,300,4,1.5,5,1,110.0,12.216186046600342,56423.04990791069,75.79199999999999
StochasticMonotone45LackPlanner,300,4,1.5,5,1,110.0,11.800314664840698,57625.81283156831,72.829
StochasticMonotone45LackPlanner,300,5,1.5,5,1,110.0,11.949809551239014,53361.8283052344,89.84100000000001
StochasticMonotone45LackPlanner,300,5,1.5,5,1,109.00000000000001,12.33352518081665,52111.0878198301,93.10200000000002
StochasticMonotone45LackPlanner,300,5,1.5,5,1,110.0,11.990985631942749,52664.96930783712,92.00200000000005
StochasticMonotone45LackPlanner,300,5,1.5,5,1,110.0,12.149713039398193,52366.167571197,89.62899999999999
StochasticMonotone45LackPlanner,300,5,1.5,5,1,110.0,13.20656681060791,53552.50762701653,90.43900000000005
StochasticMonotone45LackPlanner,300,5,1.5,5,1,110.0,12.69155478477478,52580.54520520522,88.59700000000007
StochasticMonotone45LackPlanner,300,5,1.5,5,1,110.0,11.843700647354126,53866.55331123684,88.54199999999996
StochasticMonotone45LackPlanner,300,5,1.5,5,1,110.0,11.871831893920898,53557.96815394338,89.25400000000006
StochasticMonotone45LackPlanner,300,5,1.5,5,1,110.0,11.765485286712646,53778.404694731995,86.54000000000003
StochasticMonotone45LackPlanner,300,5,1.5,5,1,110.0,11.729957103729248,53133.87453046597,90.902
StochasticMonotone45LackPlanner,300,5,1.5,5,1,110.0,13.110862016677856,53463.47310841271,89.47200000000001
StochasticMonotone45LackPlanner,300,5,1.5,5,1,109.00000000000001,12.530298233032227,54078.392703004065,85.132
StochasticMonotone45LackPlanner,300,5,1.5,5,1,110.0,11.993799924850464,53453.95149001709,87.78600000000017
StochasticMonotone45LackPlanner,300,5,1.5,5,1,110.0,11.586275577545166,53259.275139533594,89.374
StochasticMonotone45LackPlanner,300,5,1.5,5,1,110.0,11.883245468139648,53016.55289812122,87.26400000000005
StochasticMonotone45LackPlanner,300,5,1.5,5,1,110.0,11.892608642578125,53525.61590156191,89.69700000000005
StochasticMonotone45LackPlanner,300,5,1.5,5,1,110.0,11.889180421829224,51485.391200700105,92.648
StochasticMonotone45LackPlanner,300,5,1.5,5,1,110.0,11.66041612625122,53426.862076350284,86.98800000000001
StochasticMonotone45LackPlanner,300,5,1.5,5,1,110.0,12.406996011734009,52882.07137182666,90.27700000000003
StochasticMonotone45LackPlanner,300,5,1.5,5,1,110.0,12.616584300994873,54274.21719987063,86.561
StochasticMonotone45LackPlanner,300,6,1.5,5,1,110.0,14.189330101013184,48986.50139947367,107.77200000000005
StochasticMonotone45LackPlanner,300,6,1.5,5,1,109.00000000000001,12.29969310760498,48777.211243277896,106.76500000000003
StochasticMonotone45LackPlanner,300,6,1.5,5,1,110.0,12.175589323043823,49437.298698301856,105.25900000000007
StochasticMonotone45LackPlanner,300,6,1.5,5,1,110.0,11.753029584884644,49204.79488984148,102.70400000000011
StochasticMonotone45LackPlanner,300,6,1.5,5,1,110.0,11.816470623016357,50452.07361192106,102.98400000000005
StochasticMonotone45LackPlanner,300,6,1.5,5,1,110.0,12.681231498718262,49632.095604727365,100.7680000000001
StochasticMonotone45LackPlanner,300,6,1.5,5,1,110.0,11.933826208114624,50739.740857287405,101.17500000000004
StochasticMonotone45LackPlanner,300,6,1.5,5,1,110.0,11.76943850517273,49042.91735907733,107.59100000000005
StochasticMonotone45LackPlanner,300,6,1.5,5,1,110.0,12.308993577957153,50827.414254935706,98.53200000000012
StochasticMonotone45LackPlanner,300,6,1.5,5,1,110.0,11.821531057357788,50028.28913589116,103.56800000000005
StochasticMonotone45LackPlanner,300,6,1.5,5,1,110.0,12.987362146377563,50542.469673895364,101.42700000000016
StochasticMonotone45LackPlanner,300,6,1.5,5,1,109.00000000000001,11.93439793586731,51057.219563411934,97.51500000000006
StochasticMonotone45LackPlanner,300,6,1.5,5,1,110.0,11.170654773712158,50418.480607954734,100.19500000000008
StochasticMonotone45LackPlanner,300,6,1.5,5,1,110.0,11.470412731170654,50143.4494480392,102.08300000000006
StochasticMonotone45LackPlanner,300,6,1.5,5,1,110.0,11.756278991699219,50010.99417821382,99.62700000000012
StochasticMonotone45LackPlanner,300,6,1.5,5,1,110.0,12.139788627624512,50406.76770251709,102.35300000000004
StochasticMonotone45LackPlanner,300,6,1.5,5,1,110.0,11.780419111251831,48107.02066001741,106.33800000000002
StochasticMonotone45LackPlanner,300,6,1.5,5,1,110.0,11.092982530593872,49050.4694765442,105.05100000000004
StochasticMonotone45LackPlanner,300,6,1.5,5,1,110.0,11.827306270599365,49753.943371779525,103.03300000000007
StochasticMonotone45LackPlanner,300,6,1.5,5,1,110.0,11.577324867248535,51304.595561183334,98.68100000000004
StochasticMonotone45LackPlanner,300,7,1.5,5,1,110.0,11.889820337295532,46053.78471454064,119.58800000000008
StochasticMonotone45LackPlanner,300,7,1.5,5,1,109.00000000000001,11.983561038970947,46133.415351127645,117.56500000000013
StochasticMonotone45LackPlanner,300,7,1.5,5,1,110.0,12.046042203903198,46687.474851975276,116.4250000000001
StochasticMonotone45LackPlanner,300,7,1.5,5,1,110.0,12.233547687530518,46693.415734095615,113.11000000000014
StochasticMonotone45LackPlanner,300,7,1.5,5,1,110.0,11.858539342880249,47886.128901249656,113.30100000000007
StochasticMonotone45LackPlanner,300,7,1.5,5,1,110.0,11.905439615249634,47183.64781467408,110.83700000000015
StochasticMonotone45LackPlanner,300,7,1.5,5,1,110.0,12.327274799346924,48066.13582018262,112.03900000000012
StochasticMonotone45LackPlanner,300,7,1.5,5,1,110.0,11.717939853668213,46159.73584071007,119.22900000000004
StochasticMonotone45LackPlanner,300,7,1.5,5,1,110.0,12.077306032180786,48377.42192069953,108.53900000000009
StochasticMonotone45LackPlanner,300,7,1.5,5,1,110.0,11.561713933944702,47491.28714397771,113.83900000000018
StochasticMonotone45LackPlanner,300,7,1.5,5,1,110.0,12.561622381210327,48076.004646924834,111.4510000000001
StochasticMonotone45LackPlanner,300,7,1.5,5,1,109.00000000000001,11.98355746269226,48457.33793892883,108.24200000000009
StochasticMonotone45LackPlanner,300,7,1.5,5,1,110.0,11.483579635620117,47857.09457754659,110.73000000000019
StochasticMonotone45LackPlanner,300,7,1.5,5,1,110.0,11.63980746269226,47464.360403004815,113.03700000000003
StochasticMonotone45LackPlanner,300,7,1.5,5,1,110.0,11.93669080734253,47389.064567385256,110.38000000000007
StochasticMonotone45LackPlanner,300,7,1.5,5,1,110.0,11.85856032371521,47803.54693709524,112.89600000000013
StochasticMonotone45LackPlanner,300,7,1.5,5,1,110.0,11.37422227859497,45373.94665616164,117.73700000000005
StochasticMonotone45LackPlanner,300,7,1.5,5,1,110.0,11.2492094039917,46368.50878467874,116.0730000000001
StochasticMonotone45LackPlanner,300,7,1.5,5,1,110.0,11.749200344085693,47318.021092663286,113.04600000000008
StochasticMonotone45LackPlanner,300,7,1.5,5,1,110.0,11.452320098876953,48757.54732980709,109.02100000000011
StochasticMonotone45LackPlanner,300,8,1.5,5,1,110.0,12.07730484008789,44110.1228673939,127.63800000000016
StochasticMonotone45LackPlanner,300,8,1.5,5,1,109.00000000000001,12.171031951904297,44030.32186991238,126.20800000000017
StochasticMonotone45LackPlanner,300,8,1.5,5,1,110.0,12.046056509017944,44427.08303397901,125.67100000000019
StochasticMonotone45LackPlanner,300,8,1.5,5,1,110.0,12.88971734046936,44275.78456054411,123.08600000000021
StochasticMonotone45LackPlanner,300,8,1.5,5,1,110.0,11.936690330505371,45596.08455831783,122.48300000000013
StochasticMonotone45LackPlanner,300,8,1.5,5,1,110.0,12.858489990234375,44978.44112346033,119.91300000000017
StochasticMonotone45LackPlanner,300,8,1.5,5,1,110.0,12.061659336090088,45710.05673370682,121.66100000000014
StochasticMonotone45LackPlanner,300,8,1.5,5,1,110.0,11.921051025390625,43744.28166053689,128.84500000000014
